OSD.flyTime [s],HOME.distance [ft],OSD.height [ft],OSD.longitude,OSD.latitude,OSD.altitude [ft]
16.3,0.4,4.2,74.6959863341954,26.4460643377757,2248
16.5,0.4,4.2,74.6959862885151,26.4460643390744,2248
16.9,0.4,3.9,74.6959861755719,26.4460643156964,2248
17.1,0.4,3.9,74.6959861318386,26.4460643048703,2248
17.3,0.4,3.9,74.6959861005559,26.4460643279525,2248
17.5,0.5,3.9,74.6959860644525,26.4460643557523,2248
17.7,0.5,3.9,74.6959860186359,26.4460643766885,2248
17.9,0.5,3.9,74.6959859950513,26.4460643798709,2248
18.1,0.5,3.9,74.6959859442202,26.4460643752357,2248
18.3,0.5,3.9,74.6959859094287,26.4460643658471,2248
18.5,0.5,3.9,74.6959858685692,26.4460643600636,2248
18.7,0.5,3.9,74.6959858380112,26.4460643658826,2248
18.9,0.5,3.9,74.695985825435,26.446064380714,2248
19.1,0.5,3.9,74.6959858577617,26.4460644135351,2248
19.3,0.5,3.9,74.6959858869886,26.4460644784956,2248
19.5,0.6,3.9,74.6959858442347,26.446064521062,2248
19.7,0.6,3.9,74.6959857873272,26.4460645399653,2248
19.9,0.6,3.9,74.6959857663198,26.4460645749532,2248
20.1,0.6,3.9,74.6959857440711,26.4460646025016,2248
20.3,0.6,3.9,74.6959857530392,26.4460646214473,2248
20.5,0.6,3.9,74.6959857409497,26.4460646309891,2248
20.7,0.6,3.9,74.695985714935,26.4460646290295,2248
20.9,0.6,3.9,74.6959857005925,26.4460646407947,2248
21.1,0.6,3.9,74.6959856938176,26.4460646415259,2248
21.3,0.6,3.9,74.6959856780531,26.4460646474773,2248
21.5,0.6,3.9,74.695985666546,26.4460646571831,2248
21.7,0.6,3.9,74.6959856540152,26.446064662475,2248
21.9,0.6,3.9,74.6959856211097,26.4460646651239,2248
22.1,0.7,3.9,74.6959855964918,26.4460646707335,2248
22.3,0.7,3.9,74.6959855844418,26.4460646773509,2248
22.5,0.7,3.9,74.6959855722495,26.4460646838238,2248
22.7,0.7,3.9,74.6959855919821,26.4460646987057,2248
22.9,0.7,3.9,74.6959856251244,26.4460647277522,2248
